l_fighter_id,r_fighter_id,w_fighter_id,l_FullName,r_FullName,w_FullName,l_fighter_height_cm,r_fighter_height_cm,weight_class,l_fighter_weight_lbs,r_fighter_weight_lbs,l_fighter_reach_cm,r_fighter_reach_cm,l_fighter_stance,r_fighter_stance,l_fighter_dob,r_fighter_dob,event_date,l_fighter_age,r_fighter_age,l_seniority,r_seniority,l_fighter_w,l_fighter_l,r_fighter_w,r_fighter_l,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,l_ctrl_time,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,r_ctrl_time,result,num_rounds,finish_round,finish_time,l_w/l_ratio,r_w/l_ratio,l_win,r_win,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_stance_pair,r_stance_pair
2116,1796,2116,Lina Lansberg,Gina Mazany,Lina Lansberg,170.18,167.64,"Women's Bantamweight",135,125,165.1,172.72,Orthodox,Southpaw,1982-03-13 00:00:00,1988-08-19 00:00:00,2018-05-27,36,29,7,-7,10,8,7,6,0,125,81,75,40,1,1,0,0,7:31,0,178,112,89,38,2,2,0,0,3:01,Decision,3,3,5:00,1.25,1.166667,1,0,2.539993,-2.539993,10,-10,-7.619995,7.619995,451,181,18,13,5,-5,8.33333730697632e-02,-8.33333730697632e-02,Orthodox vs Southpaw,Southpaw vs Orthodox
3097,1099,1099,Lisa Ellis,Bec Rawlings,Bec Rawlings,162.56,167.64,"Women's Strawweight",115,125,165,162.56,,Orthodox,1982-11-15 00:00:00,1989-02-11 00:00:00,2015-05-09,32,26,6,-6,15,11,7,8,0,18,8,17,7,3,1,0,0,1:18,0,55,33,40,21,0,0,1,0,2:14,Submission,3,1,4:09,1.363636,0.875,0,1,-5.080002,5.080002,-10,10,2.440002,-2.440002,78,134,26,15,11,-11,0.488636374473572,-0.488636374473572," vs Orthodox","Orthodox vs "
3097,2568,2568,Lisa Ellis,Felice Herrig,Felice Herrig,162.56,162.56,"Women's Strawweight",115,115,165,165.1,,Orthodox,1982-11-15 00:00:00,1984-09-18 00:00:00,2014-12-12,32,30,2,-2,15,11,14,10,0,10,7,5,4,3,2,1,1,2:44,0,64,48,14,8,1,1,3,2,4:57,Submission,3,2,3:05,1.363636,1.4,0,1,0,0,0,0,-0.1000061,0.1000061,164,297,26,24,2,-2,-3.63636016845703e-02,3.63636016845703e-02," vs Orthodox","Orthodox vs "
716,715,715,Liudvik Sholinian,Jack Shore,Jack Shore,177.8,172.72,Bantamweight,135,135,180.34,180.34,Orthodox,Orthodox,1990-01-20 00:00:00,1995-02-06 00:00:00,2021-09-04,31,26,5,-5,9,4,17,1,0,108,33,92,19,4,0,0,0,1:26,0,168,104,155,92,8,2,1,0,4:28,Decision,3,3,5:00,2.25,17,0,1,5.080002,-5.080002,0,0,0,0,86,268,13,18,-5,5,-14.75,14.75,Orthodox vs Orthodox,Orthodox vs Orthodox
585,54,585,Livinha Souza,Ashley Yoder,Livinha Souza,160.02,170.18,"Women's Strawweight",115,115,160.02,175.26,Orthodox,Southpaw,1991-03-11 00:00:00,1987-10-20 00:00:00,2020-08-15,29,32,-3,3,14,4,8,8,0,95,70,70,46,4,1,0,0,2:43,0,176,89,114,32,1,0,0,0,3:50,Decision,3,3,5:00,3.5,1,1,0,-10.15999,10.15999,0,0,-15.23999,15.23999,163,230,18,16,2,-2,2.5,-2.5,Orthodox vs Southpaw,Southpaw vs Orthodox
3541,934,934,Liz Carmouche,Ronda Rousey,Ronda Rousey,167.64,170.18,"Women's Bantamweight",125,135,167.64,167.64,Orthodox,Orthodox,1984-02-19 00:00:00,1987-02-01 00:00:00,2013-02-23,29,26,3,-3,13,7,12,2,0,24,22,6,4,0,0,1,0,0:52,0,50,41,14,7,1,1,1,0,3:47,Submission,5,1,4:49,1.857143,6,0,1,-2.539993,2.539993,-10,10,0,0,52,227,20,14,6,-6,-4.14285719394684,4.14285719394684,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,1554,3541,Liz Carmouche,Lauren Murphy,Liz Carmouche,167.64,165.1,"Women's Bantamweight",125,125,167.64,170.18,Orthodox,Orthodox,1984-02-19 00:00:00,1983-07-27 00:00:00,2015-04-04,31,31,0,0,13,7,16,6,0,189,149,66,38,8,2,0,0,1:35,0,127,67,102,46,9,2,0,0,7:28,Decision,3,3,5:00,1.857143,2.666667,1,0,2.539993,-2.539993,0,0,-2.539993,2.539993,95,448,20,22,-2,2,-0.809523940086365,0.809523940086365,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,1900,3541,Liz Carmouche,Jennifer Maia,Liz Carmouche,167.64,162.56,"Women's Flyweight",125,125,167.64,162.56,Orthodox,Orthodox,1984-02-19 00:00:00,1988-10-06 00:00:00,2018-07-14,34,29,5,-5,13,7,21,9,0,135,109,78,53,4,3,0,0,5:21,0,118,55,104,42,0,0,0,0,2:29,Decision,3,3,5:00,1.857143,2.333333,1,0,5.080002,-5.080002,0,0,5.080002,-5.080002,321,149,20,30,-10,10,-0.476190447807312,0.476190447807312,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,442,442,Liz Carmouche,Miesha Tate,Miesha Tate,167.64,167.64,"Women's Bantamweight",125,135,167.64,165.1,Orthodox,Orthodox,1984-02-19 00:00:00,1986-08-18 00:00:00,2014-04-19,30,27,3,-3,13,7,19,9,0,95,75,34,18,7,5,0,0,6:30,0,124,82,57,27,7,1,2,0,5:53,Decision,3,3,5:00,1.857143,2.111111,0,1,0,0,-10,10,2.539993,-2.539993,390,353,20,28,-8,8,-0.253968358039856,0.253968358039856,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,3467,3541,Liz Carmouche,Katlyn Chookagian,Liz Carmouche,167.64,175.26,"Women's Bantamweight",125,125,167.64,172.72,Orthodox,Orthodox,1984-02-19 00:00:00,1988-12-28 00:00:00,2016-11-12,32,27,5,-5,13,7,18,5,0,88,49,64,27,7,4,0,0,7:36,1,160,64,115,22,0,0,0,0,0:10,Decision,3,3,5:00,1.857143,3.6,1,0,-7.619995,7.619995,0,0,-5.080002,5.080002,456,10,20,23,-3,3,-1.74285709857941,1.74285709857941,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,3284,3284,Liz Carmouche,Alexis Davis,Alexis Davis,167.64,167.64,"Women's Flyweight",125,135,167.64,172.72,Orthodox,Orthodox,1984-02-19 00:00:00,1984-10-04 00:00:00,2017-12-09,33,33,0,0,13,7,21,11,0,215,191,71,49,4,4,0,0,6:33,0,182,132,63,23,3,1,2,1,5:50,Decision,3,3,5:00,1.857143,1.909091,0,1,0,0,-10,10,-5.080002,5.080002,393,350,20,32,-12,12,-5.1948070526123e-02,5.1948070526123e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,3284,3284,Liz Carmouche,Alexis Davis,Alexis Davis,167.64,167.64,"Women's Bantamweight",125,135,167.64,172.72,Orthodox,Orthodox,1984-02-19 00:00:00,1984-10-04 00:00:00,2013-11-06,29,29,0,0,13,7,21,11,0,113,65,85,43,1,1,0,0,0:18,0,190,69,171,50,1,1,0,0,3:08,Decision,3,3,5:00,1.857143,1.909091,0,1,0,0,-10,10,-5.080002,5.080002,18,188,20,32,-12,12,-5.1948070526123e-02,5.1948070526123e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,1153,3541,Liz Carmouche,Lucie Pudilova,Liz Carmouche,167.64,172.72,"Women's Flyweight",125,135,167.64,170.18,Orthodox,Orthodox,1984-02-19 00:00:00,1994-06-13 00:00:00,2019-02-23,35,24,11,-11,13,7,14,8,0,56,40,29,14,3,3,2,0,5:58,0,133,57,105,33,1,0,2,1,1:18,Decision,3,3,5:00,1.857143,1.75,1,0,-5.080002,5.080002,-10,10,-2.539993,2.539993,358,78,20,22,-2,2,0.107142806053162,-0.107142806053162,Orthodox vs Orthodox,Orthodox vs Orthodox
3541,730,730,Liz Carmouche,Valentina Shevchenko,Valentina Shevchenko,167.64,165.1,"Women's Flyweight",125,125,167.64,167.64,Orthodox,Southpaw,1984-02-19 00:00:00,1988-03-07 00:00:00,2019-08-10,35,31,4,-4,13,7,23,4,0,191,132,76,18,4,0,0,0,0:00,0,159,84,115,42,1,1,0,0,7:50,Decision,5,5,5:00,1.857143,5.75,0,1,2.539993,-2.539993,0,0,0,0,0,470,20,27,-7,7,-3.89285719394684,3.89285719394684,Orthodox vs Southpaw,Southpaw vs Orthodox
1126,1052,1126,Loik Radzhabov,Esteban Ribovics,Loik Radzhabov,180.34,177.8,Lightweight,155,155,175.26,175.26,Orthodox,Orthodox,1990-09-17 00:00:00,1996-04-27 00:00:00,2023-03-04,32,26,6,-6,17,5,12,1,0,117,67,85,40,21,11,0,0,7:39,1,162,98,129,66,1,0,1,1,0:31,Decision,3,3,5:00,3.4,12,1,0,2.539993,-2.539993,0,0,0,0,459,31,22,13,9,-9,-8.59999990463257,8.59999990463257,Orthodox vs Orthodox,Orthodox vs Orthodox
1126,1091,1091,Loik Radzhabov,Mateusz Rebecki,Mateusz Rebecki,180.34,170.18,Lightweight,155,155,175.26,167.64,Orthodox,Southpaw,1990-09-17 00:00:00,1992-11-03 00:00:00,2023-06-24,32,30,2,-2,17,5,18,1,0,54,19,54,19,0,0,0,0,0:03,2,110,64,95,54,1,1,1,0,1:57,KO/TKO,3,2,2:36,3.4,18,0,1,10.16,-10.16,0,0,7.619995,-7.619995,3,117,22,19,3,-3,-14.5999999046326,14.5999999046326,Orthodox vs Southpaw,Southpaw vs Orthodox
1987,2925,1987,Loma Lookboonmee,Jinh Yu Frey,Loma Lookboonmee,154.94,160.02,"Women's Strawweight",115,115,154.94,165.1,Orthodox,Southpaw,1996-01-18 00:00:00,1985-05-20 00:00:00,2020-10-03,24,35,-11,11,8,3,11,9,0,142,85,137,80,1,0,0,0,1:23,0,75,39,61,26,4,1,0,0,2:34,Decision,3,3,5:00,2.666667,1.222222,1,0,-5.080002,5.080002,0,0,-10.16,10.16,83,154,11,20,-9,9,1.44444453716278,-1.44444453716278,Orthodox vs Southpaw,Southpaw vs Orthodox
1987,1085,1987,Loma Lookboonmee,Elise Reed,Loma Lookboonmee,154.94,160.02,"Women's Strawweight",115,115,154.94,160.02,Orthodox,Orthodox,1996-01-18 00:00:00,1992-12-05 00:00:00,2023-02-11,27,30,-3,3,8,3,7,4,0,34,22,27,17,3,2,1,0,0:36,0,60,41,29,17,0,0,0,1,1:59,Submission,3,2,0:44,2.666667,1.75,1,0,-5.080002,5.080002,0,0,-5.080002,5.080002,36,119,11,11,0,0,0.916666746139526,-0.916666746139526,Orthodox vs Orthodox,Orthodox vs Orthodox
2814,2796,2814,Loopy Godinez,Silvana Gomez Juarez,Loopy Godinez,157.48,160.02,"Women's Strawweight",115,115,154.94,165.1,Orthodox,Orthodox,1993-09-06 00:00:00,1984-12-06 00:00:00,2021-10-09,28,36,-8,8,11,3,11,5,0,20,18,13,11,6,5,1,0,3:27,0,13,3,13,3,0,0,0,0,0:00,Submission,3,1,4:14,3.666667,2.2,1,0,-2.540009,2.540009,0,0,-10.16,10.16,207,0,14,16,-2,2,1.46666669845581,-1.46666669845581,Orthodox vs Orthodox,Orthodox vs Orthodox
2814,1987,2814,Loopy Godinez,Loma Lookboonmee,Loopy Godinez,157.48,154.94,"Women's Strawweight",115,115,154.94,154.94,Orthodox,Orthodox,1993-09-06 00:00:00,1996-01-18 00:00:00,2021-11-20,28,25,3,-3,11,3,8,3,0,98,64,45,23,12,5,1,0,7:32,0,125,72,39,15,2,1,0,0,2:53,Decision,3,3,5:00,3.666667,2.666667,1,0,2.539993,-2.539993,0,0,0,0,452,173,14,11,3,-3,1,-1,Orthodox vs Orthodox,Orthodox vs Orthodox
2814,1085,2814,Loopy Godinez,Elise Reed,Loopy Godinez,157.48,160.02,"Women's Strawweight",115,115,154.94,160.02,Orthodox,Orthodox,1993-09-06 00:00:00,1992-12-05 00:00:00,2023-09-16,30,30,0,0,11,3,7,4,1,51,37,31,21,5,5,6,0,6:29,0,48,34,13,3,1,0,0,0,0:22,Submission,3,2,3:38,3.666667,1.75,1,0,-2.540009,2.540009,0,0,-5.080002,5.080002,389,22,14,11,3,-3,1.91666674613953,-1.91666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
2814,1266,1266,Loopy Godinez,Jessica Penne,Jessica Penne,157.48,165.1,"Women's Strawweight",115,115,154.94,170.18,Orthodox,Orthodox,1993-09-06 00:00:00,1983-01-30 00:00:00,2021-04-17,27,38,-11,11,11,3,14,8,0,106,68,74,40,9,3,0,0,4:10,0,158,98,87,31,7,1,0,0,4:30,Decision,3,3,5:00,3.666667,1.75,0,1,-7.62001,7.62001,0,0,-15.23999,15.23999,250,270,14,22,-8,8,1.91666674613953,-1.91666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
2814,2552,2552,Loopy Godinez,Angela Hill,Angela Hill,157.48,160.02,Catch Weight,115,115,154.94,162.56,Orthodox,Orthodox,1993-09-06 00:00:00,1985-01-12 00:00:00,2022-08-13,28,37,-9,9,11,3,15,13,0,250,98,241,92,3,1,0,0,0:17,0,225,88,218,85,6,1,0,0,0:36,Decision,3,3,5:00,3.666667,1.153846,0,1,-2.540009,2.540009,0,0,-7.619995,7.619995,17,36,14,28,-14,14,2.51282060146332,-2.51282060146332,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,438,438,Lorenz Larkin,Brad Tavares,Brad Tavares,180.34,185.42,Middleweight,170,185,182.88,187.96,Orthodox,Orthodox,1986-09-03 00:00:00,1987-12-21 00:00:00,2014-01-15,27,26,1,-1,18,6,20,9,0,117,43,113,39,0,0,0,1,0:42,0,132,62,112,45,9,2,0,0,3:11,Decision,3,3,5:00,3,2.222222,0,1,-5.080002,5.080002,-15,15,-5.080002,5.080002,42,191,24,29,-5,5,0.777777671813965,-0.777777671813965,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,1219,1219,Lorenz Larkin,Constantinos Philippou,Constantinos Philippou,180.34,180.34,Middleweight,170,185,182.88,185.42,Orthodox,Orthodox,1986-09-03 00:00:00,1979-11-29 00:00:00,2014-05-10,27,34,-7,7,18,6,13,5,0,34,19,30,16,0,0,0,0,0:00,1,63,31,44,15,0,0,0,0,1:16,KO/TKO,3,1,3:47,3,2.6,0,1,0,0,-15,15,-2.539993,2.539993,0,76,24,18,6,-6,0.400000095367432,-0.400000095367432,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,1183,2110,Lorenz Larkin,Santiago Ponzinibbio,Lorenz Larkin,180.34,182.88,Welterweight,170,170,182.88,185.42,Orthodox,Orthodox,1986-09-03 00:00:00,1986-09-26 00:00:00,2015-06-27,28,28,0,0,18,6,30,7,1,122,71,115,64,0,0,0,0,0:31,0,104,36,101,33,3,0,0,0,0:55,KO/TKO,3,2,3:07,3,4.285714,1,0,-2.540009,2.540009,0,0,-2.539993,2.539993,31,55,24,37,-13,13,-1.2857141494751,1.2857141494751,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,337,337,Lorenz Larkin,Albert Tumenov,Albert Tumenov,180.34,180.34,Welterweight,170,170,182.88,185.42,Orthodox,Orthodox,1986-09-03 00:00:00,1991-12-26 00:00:00,2016-01-02,29,24,5,-5,18,6,18,4,0,155,69,155,69,2,0,0,0,0:14,0,194,76,194,76,2,0,0,0,0:17,Decision,3,3,5:00,3,4.5,0,1,0,0,0,0,-2.539993,2.539993,14,17,24,22,2,-2,-1.5,1.5,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,1915,2110,Lorenz Larkin,Neil Magny,Lorenz Larkin,180.34,190.5,Welterweight,170,170,182.88,203.2,Orthodox,Orthodox,1986-09-03 00:00:00,1987-08-03 00:00:00,2016-08-20,29,29,0,0,18,6,28,12,1,50,34,48,32,0,0,0,0,0:58,0,29,13,23,8,5,0,0,0,0:03,KO/TKO,3,1,4:08,3,2.333333,1,0,-10.16,10.16,0,0,-20.31999,20.31999,58,3,24,40,-16,16,0.666666746139526,-0.666666746139526,Orthodox vs Orthodox,Orthodox vs Orthodox
2110,1819,2110,Lorenz Larkin,Jorge Masvidal,Lorenz Larkin,180.34,180.34,Welterweight,170,170,182.88,187.96,Orthodox,Orthodox,1986-09-03 00:00:00,1984-11-12 00:00:00,2016-05-29,29,31,-2,2,18,6,35,17,0,136,58,122,44,2,1,0,0,2:07,0,133,60,121,48,2,1,2,0,2:45,Decision,3,3,5:00,3,2.058824,1,0,0,0,0,0,-5.080002,5.080002,127,165,24,52,-28,28,0.941176414489746,-0.941176414489746,Orthodox vs Orthodox,Orthodox vs Orthodox
3386,1336,1336,Louis Cosce,Sasha Palatnikov,Sasha Palatnikov,175.26,185.42,Welterweight,170,170,180.34,182.88,Orthodox,Switch,1995-08-27 00:00:00,1989-03-15 00:00:00,2020-11-21,25,31,-6,6,7,2,6,4,1,224,115,206,99,9,1,0,0,0:53,0,275,160,237,125,1,1,0,0,3:16,KO/TKO,3,3,2:47,3.5,1.5,0,1,-10.16,10.16,0,0,-2.540009,2.540009,53,196,9,10,-1,1,2,-2,Orthodox vs Switch,Switch vs Orthodox
3386,2834,2834,Louis Cosce,Trevin Giles,Trevin Giles,175.26,182.88,Welterweight,170,170,180.34,187.96,Orthodox,Orthodox,1995-08-27 00:00:00,1992-08-06 00:00:00,2022-09-17,27,30,-3,3,7,2,16,5,0,49,21,38,10,1,1,1,0,3:36,0,66,45,46,25,5,2,0,0,2:09,Decision,3,3,5:00,3.5,3.2,0,1,-7.62001,7.62001,0,0,-7.62001,7.62001,216,129,9,21,-12,12,0.299999952316284,-0.299999952316284,Orthodox vs Orthodox,Orthodox vs Orthodox
2858,2507,2507,Louis Gaudinot,Kyoji Horiguchi,Kyoji Horiguchi,160.02,165.1,Flyweight,125,125,160.02,167.64,Orthodox,Orthodox,1984-08-28 00:00:00,1990-10-12 00:00:00,2015-01-03,30,24,6,-6,8,4,19,2,0,95,29,89,23,1,0,2,0,0:00,0,123,59,108,44,2,1,0,0,1:58,Decision,3,3,5:00,2,9.5,0,1,-5.080002,5.080002,0,0,-7.619995,7.619995,0,118,12,21,-9,9,-7.5,7.5,Orthodox vs Orthodox,Orthodox vs Orthodox
2858,2008,2858,Louis Gaudinot,John Lineker,Louis Gaudinot,160.02,160.02,Flyweight,125,135,160.02,170.18,Orthodox,Orthodox,1984-08-28 00:00:00,1990-06-12 00:00:00,2012-05-05,27,21,6,-6,8,4,31,9,0,169,94,132,65,2,2,1,0,3:44,0,240,121,212,96,0,0,0,0,0:14,Submission,3,2,4:54,2,3.444444,1,0,0,0,-10,10,-10.15999,10.15999,224,14,12,40,-28,28,-1.44444441795349,1.44444441795349,Orthodox vs Orthodox,Orthodox vs Orthodox
621,307,621,Louis Smolka,Richie Vaculik,Louis Smolka,175.26,167.64,Flyweight,135,125,172.72,175.26,Orthodox,Orthodox,1991-07-16 00:00:00,1983-06-19 00:00:00,2014-11-07,23,31,-8,8,17,9,10,4,1,147,71,143,67,2,1,0,2,1:07,0,153,84,142,74,2,2,1,1,1:05,KO/TKO,3,3,0:18,1.888889,2.5,1,0,7.619995,-7.619995,10,-10,-2.539993,2.539993,67,65,26,14,12,-12,-0.611111164093018,0.611111164093018,Orthodox vs Orthodox,Orthodox vs Orthodox
3982,2035,2035,Lowell Anderson,John Lewis,John Lewis,167.64,182.88,Middleweight,160,155,171,178,Orthodox,Southpaw,,,1999-09-24,,,,,0,1,3,4,0,41,17,33,9,1,0,0,0,0:03,0,77,34,61,20,1,1,0,0,3:20,KO/TKO,3,3,0:13,0,0.75,0,1,-15.24001,15.24001,5,-5,-7,7,3,200,1,7,-6,6,-0.75,0.75,Orthodox vs Southpaw,Southpaw vs Orthodox
3497,203,3497,Luan Chagas,Jim Wallhead,Luan Chagas,182.88,177.8,Welterweight,170,170,190.5,180,Orthodox,Orthodox,1993-06-17 00:00:00,1984-03-14 00:00:00,2017-06-03,23,33,-10,10,15,3,29,11,1,157,95,157,95,2,0,1,0,0:19,0,161,33,160,32,2,0,0,0,0:07,Submission,3,2,4:48,5,2.636364,1,0,5.080002,-5.080002,0,0,10.5,-10.5,19,7,18,40,-22,22,2.36363625526428,-2.36363625526428,Orthodox vs Orthodox,Orthodox vs Orthodox
3497,693,693,Luan Chagas,Erick Silva,Erick Silva,182.88,182.88,Welterweight,170,170,190.5,187.96,Orthodox,Orthodox,1993-06-17 00:00:00,1984-06-21 00:00:00,2016-09-24,23,32,-9,9,15,3,19,9,2,106,44,101,41,4,1,0,0,2:32,1,125,62,116,55,0,0,2,1,3:10,Submission,3,3,3:57,5,2.111111,0,1,0,0,0,0,2.539993,-2.539993,152,190,18,28,-10,10,2.88888883590698,-2.88888883590698,Orthodox vs Orthodox,Orthodox vs Orthodox
2136,559,559,Luan Lacerda,Cody Stamann,Cody Stamann,170.18,167.64,Bantamweight,135,135,180.34,162.56,Orthodox,Orthodox,1993-01-07 00:00:00,1989-11-09 00:00:00,2023-01-21,30,33,-3,3,12,3,21,6,0,187,85,181,80,4,1,0,0,1:34,0,195,108,189,103,2,0,0,0,0:00,Decision,3,3,5:00,4,3.5,0,1,2.539993,-2.539993,0,0,17.78,-17.78,94,0,15,27,-12,12,0.5,-0.5,Orthodox vs Orthodox,Orthodox vs Orthodox
3538,2004,2004,Luana Carolina,Ariane Lipski,Ariane Lipski,167.64,167.64,"Women's Flyweight",125,125,175.26,170.18,Orthodox,Orthodox,1993-06-11 00:00:00,1994-01-26 00:00:00,2020-07-18,27,26,1,-1,9,4,16,8,0,4,2,4,2,0,0,1,0,0:00,0,12,11,4,3,0,0,1,0,1:07,Submission,3,1,1:28,2.25,2,0,1,0,0,0,0,5.080002,-5.080002,0,67,13,24,-11,11,0.25,-0.25,Orthodox vs Orthodox,Orthodox vs Orthodox
3538,1228,3538,Luana Carolina,Ivana Petrovic,Luana Carolina,167.64,172.72,"Women's Flyweight",125,125,175.26,177.8,Orthodox,Southpaw,1993-06-11 00:00:00,1994-06-11 00:00:00,2023-07-01,30,29,1,-1,9,4,6,1,0,167,112,87,41,3,1,0,0,5:45,0,122,77,62,22,6,2,2,1,4:11,Decision,3,3,5:00,2.25,6,1,0,-5.080002,5.080002,0,0,-2.540009,2.540009,345,251,13,7,6,-6,-3.75,3.75,Orthodox vs Southpaw,Southpaw vs Orthodox
3538,2814,3538,Luana Carolina,Loopy Godinez,Luana Carolina,167.64,157.48,"Women's Flyweight",125,115,175.26,154.94,Orthodox,Orthodox,1993-06-11 00:00:00,1993-09-06 00:00:00,2021-10-16,28,28,0,0,9,4,11,3,0,141,86,107,53,0,0,0,0,0:52,0,76,45,54,23,15,2,0,0,7:37,Decision,3,3,5:00,2.25,3.666667,1,0,10.16,-10.16,10,-10,20.31999,-20.31999,52,457,13,14,-1,1,-1.41666674613953,1.41666674613953,Orthodox vs Orthodox,Orthodox vs Orthodox
3538,103,103,Luana Carolina,Joanne Wood,Joanne Wood,167.64,167.64,"Women's Flyweight",125,125,175.26,165.1,Orthodox,Orthodox,1993-06-11 00:00:00,1985-12-23 00:00:00,2023-03-18,29,37,-8,8,9,4,16,8,0,222,123,199,100,0,0,0,0,0:42,0,278,177,228,131,4,2,0,0,1:50,Decision,3,3,5:00,2.25,2,0,1,0,0,0,0,10.15999,-10.15999,42,110,13,24,-11,11,0.25,-0.25,Orthodox vs Orthodox,Orthodox vs Orthodox
3538,1790,1790,Luana Carolina,Molly McCann,Molly McCann,167.64,162.56,"Women's Flyweight",125,125,175.26,157.48,Orthodox,Orthodox,1993-06-11 00:00:00,1990-05-04 00:00:00,2022-03-19,28,31,-3,3,9,4,13,6,0,144,76,132,64,0,0,0,0,0:27,1,174,99,159,85,2,2,0,0,4:30,KO/TKO,3,3,1:52,2.25,2.166667,0,1,5.080002,-5.080002,0,0,17.78,-17.78,27,270,13,19,-6,6,8.33332538604736e-02,-8.33332538604736e-02,Orthodox vs Orthodox,Orthodox vs Orthodox
1195,179,1195,Luana Pinheiro,Michelle Waterson-Gomez,Luana Pinheiro,157.48,160.02,"Women's Strawweight",115,115,157.48,157.48,Orthodox,Orthodox,1992-11-18 00:00:00,1986-01-06 00:00:00,2023-04-08,30,37,-7,7,11,1,18,12,0,132,48,122,44,5,0,0,0,1:25,0,199,70,188,61,2,1,0,0,1:01,Decision,3,3,5:00,11,1.5,1,0,-2.540009,2.540009,0,0,0,0,85,61,12,30,-18,18,9.5,-9.5,Orthodox vs Orthodox,Orthodox vs Orthodox
4042,1232,4042,Lucas Alexander,Steven Peterson,Lucas Alexander,180.34,177.8,Featherweight,145,145,185.42,177.8,Orthodox,Orthodox,1995-07-28 00:00:00,1990-05-29 00:00:00,2023-03-25,27,32,-5,5,8,3,19,11,1,159,86,158,85,0,0,0,0,0:55,0,102,27,101,26,4,0,0,0,0:31,Decision,3,3,5:00,2.666667,1.727273,1,0,2.539993,-2.539993,0,0,7.619995,-7.619995,55,31,11,30,-19,19,0.939393997192383,-0.939393997192383,Orthodox vs Orthodox,Orthodox vs Orthodox
4042,3671,3671,Lucas Alexander,Joanderson Brito,Joanderson Brito,180.34,172.72,Featherweight,145,145,185.42,182.88,Orthodox,Orthodox,1995-07-28 00:00:00,1995-02-11 00:00:00,2022-10-15,27,27,0,0,8,3,15,3,0,2,1,2,1,0,0,0,0,0:00,0,11,7,8,4,2,2,1,0,1:25,Submission,3,1,2:02,2.666667,5,0,1,7.619995,-7.619995,0,0,2.539993,-2.539993,0,85,11,18,-7,7,-2.33333325386047,2.33333325386047,Orthodox vs Orthodox,Orthodox vs Orthodox
4017,906,906,Lucas Almeida,Pat Sabatini,Pat Sabatini,180.34,172.72,Featherweight,145,145,180.34,177.8,Orthodox,Orthodox,1991-01-31 00:00:00,1990-11-09 00:00:00,2023-06-17,32,32,0,0,14,2,18,4,0,5,3,4,2,0,0,0,0,0:00,0,97,88,35,27,3,2,1,0,6:27,Submission,3,2,1:48,7,4.5,0,1,7.619995,-7.619995,0,0,2.539993,-2.539993,0,387,16,22,-6,6,2.5,-2.5,Orthodox vs Orthodox,Orthodox vs Orthodox
4017,356,4017,Lucas Almeida,Michael Trizano,Lucas Almeida,180.34,180.34,Featherweight,145,145,180.34,180.34,Orthodox,Orthodox,1991-01-31 00:00:00,1991-12-31 00:00:00,2022-06-04,31,30,1,-1,14,2,11,3,2,171,94,152,75,0,0,0,0,2:13,1,74,42,62,31,0,0,0,0,1:43,KO/TKO,3,3,0:55,7,3.666667,1,0,0,0,0,0,0,0,133,103,16,14,2,-2,3.33333325386047,-3.33333325386047,Orthodox vs Orthodox,Orthodox vs Orthodox
1827,149,1827,Lucas Martins,Robert Whiteford,Lucas Martins,182.88,175.26,Featherweight,145,145,182.88,175.26,Southpaw,Southpaw,1988-11-11 00:00:00,1983-04-12 00:00:00,2016-04-10,27,32,-5,5,19,3,14,4,0,88,31,87,30,0,0,0,0,0:00,0,158,90,99,45,4,1,0,0,1:36,Decision,3,3,5:00,6.333333,3.5,1,0,7.62001,-7.62001,0,0,7.62001,-7.62001,0,96,22,18,4,-4,2.83333349227905,-2.83333349227905,Southpaw vs Southpaw,Southpaw vs Southpaw
